quietly,13
delighted,2
examining,1
timid,5
comfortably,4
frown,1
like',7
die,4
twist,3
huge,1
herself:,4
yourself',4
'bring,1
darlings,1
acceptance,1
cheer,1
attempts,1
erew,1
werent,1
tongues,1
slate,3
world,12
blade,2
fifth,4
contrariwise,5
good-natured,3
kindness,2
fun,7
plates,4
you,813
mouth,23
drink:,1
hopeless,1
using,2
civilly,1
wicked,1
'drive,1
shows,1
dodged,1
finish,5
monster,6
curving,1
meanwhile,3
decanters,1
remembered,7
soothing,5
talking:,1
whiting',4
sharply,5
shaped,2
colour,2
thrown,1
neighbour,1
furiously,1
quite,117
crown:,1
guard,5
living,4
putting,17
walks,2
melancholy,10
officers:,1
towns,1
mischief,4
sea',3
bee-hive,2
supposing,1
fellow',2
so',6
fancy,8
peg,5
fiddle-de-dee,2
path,6
believed,2
till,49
savage,3
perfectly,5
pat,3
riddles,3
spread,8
onions',1
tougher,1
yet',10
offended',1
'after,2
everything's,1
accidentally,1
candlesticks,1
tweedledums,1
now',13
from:,1
eyelids,1
stool,1
making,13
able,7
clean,2
pardon',5
guests,8
trying,23
did,109
wool,3
'ou,1
kindly:,2
classics,1
fighting,5
sting,1
punished:,1
going,50
saucepan,2
hand-rail,1
our,17
placed,2
race,2
ann,3
nervous,8
smokes,1
less,4
exactly,19
easier,2
shouldn't,5
arent,2
earth,4
accents,1
prattled,1
cries,1
cards,1
walking,18
to-day',2
dough,1
lived,3
proboscis,1
heads,13
times,18
indeed',8
it:,17
eagerly,15
anglo-saxon,5
set,30
over,90
livery:,1
curtseyed,2
notice,9
hot-tempered',1
couples:,1
beheaded,1
lla,1
peeped,3
lifted,6
mouse-trap,2
attentively,1
tumble,4
punished,5
does',1
triumphantly,8
feverish,1
along,21
animal's,1
dormouse,35
'where's,1
seriously,3
badly,2
sh',1
here,93
marmalade',1
insects,5
lit,1
thatll,2
'look,1
obliged,5
courtiers,2
delight,9
iv,2
hit,5
moving,6
shilling,1
by:,1
quoth,1
scornfully,1
lizard,5
work,13
jaws',1
helmet,10
easy,8
wrist,1
capital,4
offer,2
interested,1
show,8
lily,3
ache',1
tangled,1
you've,6
hold,21
way',1
stormy,1
pursed,1
upset,4
before:,1
gravely,7
'here',1
beat,7
gracefully,1
sideways,1
liked',1
trains,1
alive',1
wow,2
juror,1
animals,5
that,548
pressed,3
invited,1
pine-apple,1
sevot,1
'advance,1
revived,1
severity,2
'that,15
invite,4
extinguishers,1
comfits:,1
parts,1
hung,7
sternly,1
sort,34
ingenuity,1
corners:,1
'sure,4
pant,1
during,1
draggled,1
knot',1
adventures',1
sprinkle,1
street,1
sister's,1
rapidly:,1
honey,3
look:,1
quantities,2
whose,8
beast,2
quantity,3
downwards,3
beamish,1
puzzled:,1
sneezes,1
subjects,2
wearily,2
side:,3
seas,1
whispers,1
effect:,1
ye-es,1
directed,2
coaxing,2
avoid,1
'why',4
bar,2
pleasant,5
else's,1
sorrow,1
majesty,10
lighted,1
injure,1
axes',1
remove,2
length,2
won't',2
thing',9
birthday,4
air:,2
oneself,2
looking-glass,22
'how,16
interrupt,3
tea-party,2
'or,6
